Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8858006035.91566,8792365810.5094,4991350457.5425,3973027396.65195,3313739673.54738,3052467522.36104,3176749593.11788,3962710163.11167,4446396217.63265,4581222442.45783,5272617196.04517,5707618246.56848,6236024951.20423,7275766111.24309,8680511918.49357,13245421880.834,20982270733.2484,33049380917.6985,46258154819.8637,43019407812.8888,51092154420.9215
"Bahamas, The",BHS,169802257.755072,190096176.551435,212252822.19384,237742768.508112,266664053.749305,300392162.479928,340000006.35783,390196085.727844,444901969.103758,528137296.150413,538423199.465042,573400000,590899968,670899968,632400000,596200000,642099968,713000000,832400000,1139800064,1335299968,1426499968,1578300032,1732800000,2041100032,2320699904,2472499968,2713999872,2817900032,3062000000,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,4204761925.22038,4714138318.85339,5150088040.1926,5528200494.69908,5658890129.36307,5912310096.17232,5942440639.83769,6031700548.47152,6508774909.10944,6875630000,7233960000,7297903886,7077192101,7538000000
Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,3072698345.80565,3467819352.78404,3645744805.68489,3735106510.87238,3905585155.0076,3651861912.27732,3052393636.4318,3392021222.52906,3702393658.68843,3863564047.18578,4229787378.87456,4616223477.21289,4751063992.46826,5200266050.40256,5567553552.34054,5849468115.18506,6101861655.74215,6349202600.38156,6183941092.31601,6621186419.4161,7970690894.22308,7928934209.57661,8491183200.55491,9747599583.42221,11235671061.4371,13460198289.6975,15854942950.6104,18473097688.7683,21902892583.9637,20594899945.7441
Bangladesh,BGD,4274893910.13098,4817580181.8999,5081413344.74944,5319458348.62372,5386054612.64408,5906636553.54089,6439687605.76617,7253575403.21537,7483685482.82769,8471006091.86674,8992721806.56287,8751842837.09067,6288245865.82859,8067027103.89056,12459282560.9956,19395903915.6141,10083163547.4814,9632469658.52864,13299358553.2688,15585961409.8697,18114645161.2903,19762945710.3025,18087000000,17155798869.2788,19670160943.9185,21613230769.2308,21160234383.6786,23781404932.2913,25638749373.0508,26825240347.4086,30128776343.5765,30957444767.4221,31708863729.9733,33166530060.0412,33768661426.807,37939752959.8665,40666015641.0564,42318798537.7145,44091754148.1822,45694072379.3677,47124925462.1348,46987842846.553,47571130071.3913,51913661485.3195,56560744012.2303,60277560975.6098,61901116736.1525,68415421372.7194,79554350677.7438,89359767441.8605,100075925463.35
Barbados,BRB,87383113.7082563,93216432.3803696,96949756.330522,109083059.168518,108383060.927864,114683045.097088,123608022.665682,137103729.870016,137300000,154400000,181500000,204010328.888222,233383639.978896,284759098.097978,340492903.658634,402158285.756234,435871861.918538,495116619.265309,552876225.283913,670312672.251523,860438453.32038,946949724.873939,989409791.650169,1050464828.03944,1144931025.91334,1198180245.50696,1315567052.9401,1448665027.59519,1540893882.55387,1703922714.56329,1710435930.60939,1687167462.46629,1588499968,1641226964.27888,1726942730.47232,1859145793.4175,1982896516.45074,2192363132.95828,2364540276.6091,2468403492.92018,2558850048,2554187133.60914,2476105823.72697,2694879717.5114,2824000000,3005000000,3190900000,3409200000,3670215312.5,3595210912.5,3203000000
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17369598958.1159,17813389815.004,17022180272.211,16280372553.0518,14931599418.4226,13972637603.2102,14756861538.4615,14128412417.193,15222014828.3038,12138485328.6267,12736856485.1068,12354820143.8849,14594925392.9691,17825436034.5366,23141587717.7633,30210091836.8294,36961918858.7385,45275711995.825,60763483146.0674,49271267252.1957,54713128376.2687
Belgium,BEL,11658722591.4567,12400145222.0913,13264015675.8502,14260017387.62,15960106681.312,17371457608.6327,18651883473.2274,19992040789.2595,21376353114.3306,23710735895.6512,26346106873.7394,29419565364.6904,36707709879.9377,47100054657.4208,55277564146.6446,64792626094.1099,70155029184.953,81722945222.2848,99881382361.9828,114747133847.001,125119228969.513,103317905877.879,90854164223.9096,86008702327.4162,82225698268.64,85105078537.9442,118400530883.15,147380065370.07,160110766538.673,162006805487.305,202563186141.96,207672604016.539,231616006775.408,221691791044.776,241582269471.907,284142036124.795,275433224755.7,249438430311.231,255267837297.177,254175367568.719,232371475953.566,232154809843.4,252452475061.171,311191873589.165,361109559019.823,376616674128.24,399113833060.901,458619726868.846,505373713699.784,471161072622.78,467471523178.808
Belize,BLZ,28072504.9840856,29965035.3920036,31857562.9999186,33750090.6078336,36194610.8013962,40069931.5396864,44405596.034382,47379308.7867438,44910180.7948119,47305390.4372019,53233534.302117,59207317.5896143,66062499.015592,78343558.5113934,103216371.966437,118066302.075032,96905828.7675641,117650000,136300000,151800000,194750000,192900000,179250000,189000000,210900000,209150000,227850000,276550016,314900000,363150016,413049984,444720726.464896,518143678.48592,559759653.310068,580760211.263176,620031771.857714,641271333.36313,654198121.105792,688872472.724827,732607993.768983,832072464.652776,871840755.396767,932676403.181056,988199088.309111,1056303706.29218,1114874607.77669,1213104430.03398,1276751655.94473,1358700000,1351500000,1431500000
Benin,BEN,226195665.031071,235668323.699604,236435009.062918,253927753.694397,269819098.938028,287807536.055751,301487528.587669,305168668.492599,327267886.354123,331067368.668688,332057719.914325,332928662.008341,410035135.288365,504804546.980428,555126877.671518,676847693.778552,698322044.319833,750079359.520644,928908759.399758,1186240180.93246,1405115856.80987,1291127040.13269,1267725654.71994,1095336784.30082,1051126009.27726,1045719663.22373,1336124851.34888,1562394310.27305,1620236362.40679,1502286359.77943,1845041493.97641,1877810375.13616,1624296266.50694,2106272067.68824,1496845630.25929,2009226253.79815,2208067090.28089,2156753028.13332,2334564287.16502,2387363924.05615,2254838684.51335,2371785987.12212,2807357350.89456,3557983482.4501,4047438048.56774,4287463884.065,4734839067.49029,5546177809.02921,6682744914.13769,6638062119.58847,6633055845.51675
Bermuda,BMU,84466654.0801544,89249986.7007156,94149985.9705588,96366652.3069165,107566650.637987,114339048.962736,134173373.782802,155102984.621576,150000000,164900000,186300000,211100000,235400000,269500000,312600000,345000000,386300000,447000000,475800000,517200000,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634899968,1679900032,1820359936,1867160064,2030749952,2695390000,2932827000,3130748000,3324433000,3507864000,3660790000,3919849000,4168843000,4464576000,4846147000,5387377000,5860745000,6067898000,5715300000
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,137241595.33091,144343732.265879,155750843.056424,161299396.60071,166959855.242385,188730201.273302,228602423.384537,261809401.943901,261388751.788781,281287042.962987,243562708.411823,238315817.745031,227267326.635312,253233784.05043,286478236.49651,300967232.392825,342864384.225372,355712835.240593,396694740.648112,427808817.307064,455709385.896643,507270767.637046,610970025.738838,702744043.340448,818869145.811525,897731525.052978,1196077342.23363,1257625054.71579,1264816920.35947,1516078205.35534
Bolivia,BOL,563110051.985951,612518907.152565,669722540.430041,721142960.441744,812543073.809663,908874535.938602,994044552.923345,1084059817.95356,908874535.938602,964615702.561645,1017171717.17172,1095454545.45455,1257615644.97932,1263018490.75462,2100249875.06247,2404697651.17441,2732083958.02099,3227436281.85907,3758220889.55522,4421343606.18135,4537487842.81732,5891606677.69191,5594118400.64131,5422656261.8957,6169481549.38443,5377277407.5271,3958338767.71341,4323623592.63588,4597615614.0378,4715978705.93262,4867582765.48272,5343259488.68929,5643864513.49805,5734703516.14626,5981218963.39922,6715164449.92696,7396952017.81691,7925733799.38014,8497499275.77644,8285061590.59504,8397858205.82571,8141513227.14468,7905485150.06532,8082396474.23918,8773451753.44247,9549196301.69678,11451297465.9489,13120517443.1596,16675015771.1304,17339992191.2277,19786162177.5688
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255802465.43943,1866572992.65202,2786045391.91109,3671816537.75935,4116699576.17583,4685729742.91939,5505984455.95855,5748990554.79946,6651226179.01829,8370020196.19158,10022840634.9206,10763567749.7298,12254412802.2577,15226731980.4059,18500599161.1744,17042403579.7997,16887610020.3114
Botswana,BWA,30370359.9387129,32921469.8263649,35594060.470572,38145170.358224,41789615.4548689,45919083.1081366,51658968.4966537,58868124.5474265,66498672.1840393,77768447.1541764,96298879.9238658,126993011.651083,165279585.207476,244164263.116543,306259195.679673,354932427.858244,371839078.421762,451603321.323682,590519317.210085,819877303.011951,1061196897.52075,1073476686.60847,1014611678.66823,1172151318.72967,1241178757.49202,1114529691.63883,1392708925.87669,1965157808.60242,2643958452.75337,3083647482.14021,3791585992.34459,3942012713.53466,4145924376.74159,4160296985.26951,4339516121.65756,4773730291.81373,4800126339.30998,5179680522.00097,5190543764.47889,5866964491.09598,5632391130.00782,6033896672.56669,6091305296.50859,8086707335.42072,10048660849.7472,10255448712.7881,11255175568.2467,12376435509.5494,13473345712.5461,11473685551.286,14857275329.7005
Brazil,BRA,,,,,,21790035102.3821,27062716510.5085,30591834045.3823,33875881906.0552,37458898265.2258,42327600115.9852,49204456711.657,58539008795.766,79279057736.1046,105136007544.771,123709376566.885,152678020453.114,176171284305.289,200800891871.957,224969488839.356,235024598984.118,263561088975.615,281682304160.256,203304515490.695,209023912696.764,222942790435.317,268137224729.725,294084112392.657,330397381998.489,425595310000,461951782000,407337832905.405,390566551483.761,438299504406.262,546233380259.659,768951180305.3,839683246760.432,871199987487.699,843826501464.434,586863191444.692,644701831101.394,553582178386.192,504221228974.035,552469288267.793,663760000000,882185291700.904,1088917279411.76,1365982651542.37,1652632229227.61,1594489675023.99,2087889553821.68
Brunei Darussalam,BRN,,,,,,114040245.655299,132758395.400497,139030445.576898,160819286.554292,161211289.690318,179080099.307461,197523179.241883,270818555.823521,433092003.579273,1073577085.64159,1168304305.65513,1423061356.64562,1732721160.94122,1941600703.60598,2803780005.51826,4928824957.9675,4366213849.57637,4264252336.4486,3844723142.45149,3782523088.4628,3523612563.06532,2358592817.12134,2754463437.79677,2690717551.18267,2985467989.54007,3520551724.13793,3701667052.55846,4183548189.07305,4105706151.75146,4087337959.93191,4734020036.68689,5115602836.87943,5197332974.13793,4051147227.53346,4600000000,6001153317.86543,5601090584.36122,5843329101.97699,6557333067.38606,7872333197.25476,9531402829.84859,11470703002.0769,12247627894.6321,14393099068.5859,10732435033.6862
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,20039628407.8472,20056237268.7119,19804095242.9809,16959385327.1028,17411160327.8573,17562123539.8268,20261212353.5477,28429026655.9697,23002459531.8911,21746813404.0299,20726300434.7032,10943548723.7608,10371900499.4574,10831999516.8061,9704877673.48824,13069087676.7291,8890314314.92352,10053468883.3592,13060786260.8922,13228374664.8122,12903546576.0887,13868600611.9981,15979194407.5093,20668176666.3655,25283228735.9157,28895083539.8005,33209188725.2826,42113655820.4824,51824867626.646,48568714011.5163,47714490182.803
Burkina Faso,BFA,330442942.130809,350247387.963656,379567187.522338,394040754.936631,410321786.481095,419846567.878538,431825260.323104,449198062.918731,461770182.811548,478760134.345878,456247098.608606,479323894.01202,578177124.484341,675346797.148608,751772652.839917,939941531.745345,976426634.847036,1131269491.68973,1475687366.09063,1748494123.39981,1928533240.86409,1775851757.58992,1754376729.22613,1600261928.04296,1459869021.88408,1552503401.76921,2036338145.91292,2369847237.684,2616051318.63821,2615598478.82012,3101309668.4401,3135055824.2757,2240264677.01086,2332018010.60489,1895306626.22466,2379510500.9624,2586563406.92643,2447666540.07614,2804910748.36913,3014661262.30297,2610945548.69944,2812839821.16878,3289645662.49364,4270385658.52593,5108983826.56148,5427438071.30634,5771194544.66717,6766986320.8059,8045823005.29242,8140859745.94757,8820312673.51401
Burundi,BDI,195999989.76,202999992.32,213500006.4,232749998.08,260750008.32,158994962.962963,165444571.428571,178297142.857143,183200000,190205714.285714,242732571.428571,252842285.714286,246804571.428571,304339839.552146,345263492.063492,420986666.666667,448412753.623188,547535555.555556,610225555.555556,782496666.666667,919726666.666667,969046666.666667,1013222222.22222,1082926304.46477,987143931.166987,1149979285.77347,1201725497.06578,1131466494.01101,1082403219.48787,1113924130.41149,1132101252.51817,1167398478.3459,1083037670.62404,938632612.059308,925030590.280334,1000428393.94934,869033856.317093,972896267.915425,893770806.077642,808077223.365746,709062400.266419,662371289.215391,628096157.257386,595002974.037851,664493918.667284,795882875.053163,918823350.843849,979785001.894867,1168900171.20255,1330790159.55901,1610544922.06225
Cambodia,KHM,637142864.457143,642857135.542857,660000007.314286,728571435.885714,782857128.228571,868571428.571428,914285714.285714,962857135.542857,1065714249.14286,978873268.48925,718401145.089739,969911437.638321,505549460.120497,702899173.614357,588443893.734535,,,,,,,,,,,,,,,,,,,2533727592.02872,2791435218.70776,3441205624.34357,3506695722.70366,3443413331.64013,3120425502.56966,3517242477.23368,3654031716.27649,3979813387.83959,4284028138.3485,4658246906.65795,5337833255.94539,6293046162.11398,7274424518.56763,8639164917.03738,10351829065.6013,10457584204.1112,11343440017.9693
Cameroon,CMR,618740961.846392,657597317.013413,699373631.018921,723624330.677694,782384403.80591,814140009.288233,853268764.31619,934078958.168675,1053076992.0168,1152418382.11797,1160002328.96821,1233991070.56099,1430951432.28522,1758727646.78718,2255496517.17176,2752770608.56655,3076592633.97198,3366368801.19307,4409920571.11064,5811443663.36231,6740757493.1426,7636346056.24427,7322913599.99483,7381853864.71488,7801858400.8772,8148223551.98539,10621157923.394,12302473328.7923,12493286836.9884,11140057045.8017,11151578702.8802,12434368415.9998,11396311478.4043,13532152214.7985,9220467286.23934,8733227080.86832,9732338099.34075,9840550361.4821,9629642599.839,10486456218.2642,10075040330.7629,9598224206.27142,10879778068.6384,13621809491.8648,15775357312.0111,16587863738.1709,17956985510.833,20685921877.0629,23735512829.1016,22185977547.1298,22393529277.5558
Canada,CAN,41093453544.9096,40767969453.696,41978852041.4426,44657169109.224,48882938810.2204,53909570342.169,60358632035.1532,64768831262.1761,70759031841.7237,77887510241.7083,86303952531.3427,97473757179.6395,111034447924.033,128943105689.431,157503067484.663,170685214313.803,202833671399.594,207779031499.765,214672569474.884,238669113880.826,268893260348.957,300668112436.4,307902245278.431,333808828302.499,347140761331.171,355704137678.506,368867218423.894,421530165912.519,498166896887.95,555513513513.514,582722831676.38,598208082395.042,579531728303.136,563664832183.552,564493995313.415,590517341882.833,613761642830.95,637536472627.474,616766430738.119,661264723699.266,724918860682.782,715423553719.008,734661951188.428,865873242452.359,992226868149.606,1133759985475.67,1278610846644.8,1424065729447.91,1499107812265.71,1336067710611.5,1574052204912.55
Cape Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,213539850.944976,259766538.14627,291889409.234398,295200190.822808,338690985.316566,351313578.310554,393844570.554853,363247416.912231,410804606.122773,490609345.113398,502176380.162322,506433841.296434,539517920.088021,583442832.02257,531386031.899872,550199629.954231,616209203.878192,797314309.693664,924644653.090174,999332627.44072,1107887282.28348,1331215013.59117,1550552391.53712,1586929006.29809,1648089239.77701
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444041.02053
Central African Republic,CAF,112155641.454954,123134637.48022,124482802.983769,129379152.470604,142025127.732722,149453223.621669,157148647.060183,163223981.353747,192283714.627812,188227873.324207,188223390.761078,200183245.418255,229901582.074589,271184520.999541,281399492.570927,378661612.809348,451153399.794145,507299564.20702,610580962.147251,700766892.238856,797050266.113139,694807309.89813,748315219.022119,658681119.220847,637823121.71395,864853641.478274,1120165773.53587,1211766667.98336,1282893967.09991,1268668131.287,1487510977.36749,1404323259.64521,1434151468.48495,1298847602.76851,852998900.553703,1121907256.03041,1070076555.2146,1003264949.11925,1047204550.33938,1051323696.60549,959413050.588324,967526420.207262,1041975238.48101,1139211629.20652,1269621728.75134,1350047284.99076,1476870078.0092,1696340453.23379,1982983854.75983,1980151889.29786,2013014939.11488
Chad,TCD,313642554.775162,334039075.724637,357703897.037776,371837875.443514,392322339.739028,413899564.921836,430735619.776268,448273657.91571,455288951.567205,472090665.974763,467058435.46723,498651345.627217,584369367.559712,647202918.136209,652534606.115171,864605735.764947,866046752.301238,935363080.481889,1113924369.10924,1004319536.70833,1033005117.60424,876942247.470849,834373041.075947,832418069.19435,919107239.075596,1033074223.21915,1067831033.26883,1163432898.89472,1482603365.81747,1433692150.15102,1738610589.75347,1877144030.24394,1881853364.34916,1463316169.18827,1179847942.56702,1445915335.08724,1607352991.06627,1544687914.86513,1744651916.442,1536917961.52841,1385050963.9347,1709344295.51897,1987873833.49827,2736667928.42395,4414969334.44386,5301938221.07798,6099009022.99145,7016297534.47555,8357142857.14286,6838983050.84746,7587673160.67574
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.61477,6262740656.85164,6439703434.71024,6232906290.4851,6663669064.7482,7332244897.95918,8553643354.08275,8827272727.27273,9676172953.08188,11514605842.3369
Chile,CHL,4211762521.8548,4705377499.81869,5502763243.33889,5482749434.20374,5794301526.88849,6053790468.24208,7013580346.15593,6913560997.04789,7074820185.61307,8179771225.72187,8981111663.54258,10694569522.0727,11532517864.1275,16387454416.5288,15535549705.8948,7226476865.17312,9857547848.58238,13359145454.4104,15399431309.6652,20729772210.6846,27572307600.4103,32644872979.6923,24339421605.1856,19770402077.0148,19232737055.4021,16486012247.3704,17722536671.3316,20902096531.6075,24640912615.8116,28385038396.7035,31558927517.2188,36424168146.1543,44467946384.2462,47693992626.8649,55154226759.96,71349202308.6423,75769008174.2548,82808986191.6005,79373597080.1017,72995286764.4168,75210511779.6437,68568293067.0614,67265403373.2981,73989608414.6326,95652734479.1979,118249630260.374,146772604312.845,164315221641.827,170741003929.264,160859264563.347,203442593943.401
China,CHN,61377930682.0013,50100934915.6492,46464003927.0217,50280424169.1138,58613239132.7057,69709152023.4307,75879433528.3157,72057026115.9338,69993499400.1529,78718820945.876,91506213646.1258,98562021764.4024,112159815863.885,136769881126.331,142254740054.455,161162497663.83,151627679386.657,172349008332.745,148178859490.823,176634786270.697,189399992473.92,194111112580.308,203183214981.86,228455947879.687,257432147241.186,306666660698.093,297831879941.527,270372194996.888,309522625241.62,343973680226.249,356936901183.933,379468656246.251,422660918111.413,440500898964.599,559224707280.731,728007199936.412,856084729312.253,952652693079.137,1019458585326.15,1083277930359.88,1198480321713,1324804848409.43,1453827687613.08,1640959264366.29,1931643872027.84,2256902969137.08,2712950560614.04,3494055865921.79,4521826899540.68,4991256222547.58,5878629246676.52
Colombia,COL,4040948305.94945,4552914126.02977,4968598034.74467,4838841457.77778,5992169472,5790247619.04762,5452762962.96296,5727208180.14705,5918467519.18157,6405440200.13469,7198373469.47995,7820367892.9766,8671371951.2195,10315774588.1355,12370045405.1288,13098633901.8673,15341403660.4698,19470978268.259,23263511958.0509,27940389361.1188,33400712095.04,36388389129.3376,38968019453.0773,38729822781.5997,38253120737.9671,34894419525.2204,34942483688.1685,36373312082.6578,39212545681.4333,39540083645.5519,40274204595.2296,41239551378.2482,49279585355.0948,55802540100.9795,81703496603.9934,92507277798.1985,97160111573.337,106659507963.528,98443743190.8491,86186156584.3817,100363791870.832,98745443239.9762,98229102138.7901,94916590095.5691,117188202054.664,146570319333.669,162807996675.12,207410686361.777,244645672494.99,235836552597.285,288188988824.431
Comoros,COM,,,,,,,,,,,,,,,,,,,,,123504939.572792,114271518.816472,107089063.355701,111519324.837823,107489330.736575,114490238.930154,162487294.769913,196433030.535545,207475649.390459,198732313.610673,250033056.637038,246822116.509397,266189632.439335,263564577.418033,185759948.895661,231893813.725254,230493348.34647,212098229.583095,215393481.896669,222580742.960842,201900820.25544,220115318.854815,251163102.115775,324471208.992888,362420491.159066,387036433.173829,403177193.564016,464949227.987203,530138454.667262,535336307.674931,541097513.043197
"Congo, Dem. Rep.",COD,3427325564.25213,3132154295.68021,3721572127.0303,6143550703.09574,2882158382.73456,4043901724.13762,4532660145.32842,3384063359.82333,3909780525.37375,5032434970.84174,4877684933.12505,5594770351.5698,6173712809.28569,7870239463.58462,9596960174.34362,10237343153.4311,9648583220.47256,12344424775.9239,15372607995.4061,15068422242.0571,14394927492.9647,12537821039.8252,13651667370.5466,11006712649.2175,7857729192.85629,7195042615.84176,8095367168.16178,7661625472.51189,8861299976.68858,9021862775.25446,9349764580.35197,9087965281.52807,8206227134.00858,10707792340.0277,5820383305.54668,5643439262.21734,5771454883.83038,6090840526.8699,6217806274.76302,4711272704,4305797175.65217,4691816706.56,5547714815.19835,5673197493.84345,6569986939.62043,7103539716.56946,8543323220.41416,9977079382.53614,11668379641.8326,11204139344.7684,13145120704.878
"Congo, Rep.",COG,131756995.176302,151704686.375907,166552987.214387,172266264.860717,185729146.336291,196878344.601848,219563869.995503,236578003.91326,251971821.286353,265295752.955219,273666774.693025,320064193.236436,409926965.669112,541976239.187394,585366258.973677,767105901.676061,754551161.330822,765226169.106843,878775121.31351,1198753296.57157,1705801333.7814,1993522982.37221,2160648803.27445,2097279991.60248,2193589728.91945,2160881981.74335,1849273039.66157,2297765594.68947,2212545367.25231,2389602756.05237,2798754150.38345,2724862285.80746,2933231579.46436,1918970177.74925,1769380403.45821,2115997195.23189,2540699674.71538,2322716603.56023,1949481957.50295,2353906123.1119,3219893817.24206,2794254065.26247,3019985939.54002,3495870612.52581,4648628921.36968,6087004330.1205,7731262789.49684,8343503640.38077,11789245042.5775,9579804345.346,11897620542.0545
Costa Rica,CRI,507516617.287777,490324267.102377,479181227.220072,511902566.699118,542578822.460723,592981156.226415,647305631.396226,699456618.264151,773841499.773585,853630203.169811,984830159.698113,1077152887.35041,1238251657.6619,1528916175.15355,1666544794.71392,1960863535.87025,2412555508.08092,3072427124.57764,3523208933.86208,4035519471.59193,4831447173.21361,2623807083.30709,2606621244.69653,3976453954.94434,4593908761.79189,4796628461.62237,5477895475.74339,5841132961.39945,6063759371.10467,6866402028.35824,7403457319.25185,7162546469.7656,8573610781.22931,9638291624.36466,10557530521.6364,11722356980.1977,11843228352.0223,12828976089.8237,14095921303.3166,15796567138.0566,15946443260.8335,16403603009.2586,16844378717.9443,17517535901.826,18596365933.7056,19964893791.9849,22526464348.0973,26267157320.2743,29663614222.9414,29239504920.3812,34564395711.2244
Cote d'Ivoire,CIV,546203767.872445,618245904.999291,645284624.078304,761047367.501175,921063643.620606,913094013.100914,1019230047.35612,1079184802.87459,1284975297.7197,1362673764.30634,1448633504.36066,1573990595.83589,1848063100.68594,2510552322.87382,3072765040.8316,3893710195.14744,4661478217.89271,6265315226.963,7901081618.15281,9143004627.90523,10174633035.1159,8432635033.18735,7566794297.80293,6838113639.67775,6841587045.33138,6977696663.5623,9158458237.59746,10087539067.971,10255211777.2145,9757450377.00113,10796040439.9324,10492662389.9952,11153005024.6967,11045080761.9747,8313627828.01153,11000111579.1245,12139291891.514,11722200901.1942,12782574028.1067,12556439824.5899,10417006095.6768,10545263559.9694,11486664324.8268,13737489762.0048,15481092869.1535,16363441576.473,17367306796.6016,19795696265.3153,23414005259.4684,23041807677.483,22780280529.8853
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24782163174.4461,18156461130.2534,10240621326.3685,10902601513.8856,14578386962.3208,22045607399.2506,23341405840.2341,23501676219.6864,25106400615.7183,23044198487.5935,21492679530.9826,23052044812.5637,26524896398.2367,34143409062.0432,41003558915.6986,44821408830.9352,49855078905.4096,59319467680.8188,69911233237.787,63435948447.1697,60851860676.6097
Cuba,CUB,,,,,,,,,,,5692936975,6914575470,8135053334.73242,9987589916.76719,11405820586.5854,13027259031.7073,13789414532.2777,14205988301.2048,17844491331.1688,19584208368.4932,19912651019.4444,20150012487.9518,20953258997.6471,22205449736.3121,24039095368.2413,22921216919.6165,24225993412.606,25213311971.1055,27458670255.9367,27024876290.9324,28645093043.883,24317592011.3013,22085593356.7568,22366986629.7297,28447985651.3514,30428273413.5039,25017000000,25364500000,25736700000,28364900000,30565800000,31682300000,33590500000,35901100000,38203400000,42643600000,52742700000,58603800000,62704800000
Curacao,CUW
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,2154668652.43581,2087496321.68135,2159508647.91121,2161566291.69455,2278930564.52278,2431111803.55022,3091083730.16597,3703460582.71932,4280941089.02581,4565103299.4763,5589698801.49141,5769468848.9444,6913953328.69867,6588738977.94932,7428356891.78517,9253734106.43716,9350212549.56895,8902508791.3601,9555640647.69649,9780443269.12859,9316693766.4256,9678423511.22566,10558381390.9433,13324071623.1029,15822905640.3127,16995655476.28,18424000903.0488,21835946094.6095,25371874080.6119,25039094267.1395
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34879966070.8022,25572480860.9981,29954014371.7064,34380681377.4521,41090290299.4574,55257045968.3497,62010597343.9101,57134856184.4247,61846680469.004,60192136074.6907,56720835330.5437,61842323433.2687,75276073338.543,91357722712.6094,109524878646.679,124548570554.004,142610569174.655,174214943906.68,216084641518.276,190204322509.574,192151584569.267
Denmark,DNK,6248946880.2777,6933842098.84548,7812968114.40012,8316692385.77386,9506678762.77765,10678897387.0006,11721248101.0874,12788479692.1939,13196541952,15009384584.5333,16590533333.3333,18515546099.6728,22591052336.2065,29961815026.0352,33346568442.4683,39593296439.386,43676095947.0637,48854777452.0256,59296231820.9843,69160805930.4315,69709363189.5527,60373978718.0279,58937160962.0278,59204811372.3346,57714597454.7632,61203805065.8714,86365467803.7326,107366343581.422,113230780658.1,110058411534.568,135838154025.143,136693973266.63,150195490465.698,140626629034.994,153593214476.622,181983614165.358,184435821822.133,170435460670.755,173653295128.94,173944697686.42,160082641560.787,160476161868.602,173880831443.88,212621855882.933,244727978020.584,257675536234.494,274376889678.112,311417601998.641,341466969261.278,308925230419.689,310404822126.305
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989541.520743,,373371753.01694,395794554.216675,409220103.326882,452328104.992109,462422016.630202,478058323.587723,466048487.476264,491689239.995148,497723980.076454,494004667.075295,502675561.681628,514267889.435014,536080169.085534,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708843636.936547,768873684.032838,847918929.107984,982534421.931004,1049054416.75435
Dominica,DMA,,,,,,,,,,,,,,,,,,36370369.7280465,45170369.5726329,44296295.5139955,59099998.9562564,66218517.3490573,72051850.5793703,79925924.5143832,89848146.5613726,98585183.444108,112074072.094775,126348145.916759,143766658.20173,153374077.291316,166322225.210792,180437033.850404,191759261.798594,200418509.053074,215459267.305963,224037021.228549,236444440.268685,245781477.140824,258440730.250587,267740736.012269,271166661.877691,266151847.151441,254855551.054644,262833328.691529,285218513.481378,299255555.555556,315659259.259259,344366666.666667,374422222.222222,375748148.148148,382781481.481481
Dominican Republic,DOM,672399744,654100160,824099968,940799872,1025599872,888099968,983900032,1034800000,1079100032,1230499968,1485400064,1666400000,1987299968,2344699904,2925600000,3599300096,3951399936,4587100160,4774400000,5498800128,6631000064,7266999808,7964000256,8622000128,10330399744,5044579958.67131,6122128260.08588,5827050853.13562,5374300248.49011,6686592726.81388,7073674721.59338,9724379019.62036,11277694536.9488,12976408000,14511134920.6349,16358496124.031,18131813000.6281,19593449903.2551,21171235997.8508,21709041189.3244,23996656675.8335,24894907435.1447,26570402718.796,21268012747.2709,22039232609.9553,34004033803.9438,35952845582.5029,41314666868.5645,45498608625.368,46597346434.6185,51576859661.017
